state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,"FORT BEND",18-00102974,"Auto Sales & Services",11/2/2020,,5400000,,"12888 C STATE HWY 6","SUGAR LAND",TX,77479,,,CONTRACTOR,,,,,,,,,,,"CONSTRUCTION LTD",,,,,"CONSTRUCTION LTD","1825 UPLAND DR",HOUSTON,TX,77043-3003,"(713) 984-9444",http://www.cltd.net/,"(713) 984-2320",,
TX,HARRIS,20039757,"Commercial Swimming Pool & Spas",12/8/2020,,160000,,"7118 BERTNER",HOUSTON,TX,77030,,,CONTRACTOR,,,,,,,,,,,"SHAHMORADI & ASSOCIATES",,,,,"SHAHMORADI & ASSOCIATES","1519 N PLUM CREEK DR",SPRING,TX,77386-2316,"(281) 298-5600",,,,
TX,BRAZOS,RES2020-000120,"Duplex, Triplex, & Fourplex",11/18/2020,,238420,3848,"904 FAIRVIEW AVE","COLLEGE STATION",TX,77845,,,CONTRACTOR,,,,,,,,,,,"BLUESTONE PARTNERS",,,,,"BLUESTONE PARTNERS","2913 OVERLAND TRAIL #100",SHERMAN,TX,75092,"(903) 813-1415",http://www.bluestone.ws,"(903) 893-2124","JIM CROSS",jimcross@bluestone.ws
TX,MONTGOMERY,BC-20-013476,"Educational Institution",11/4/2020,,1000000,1441,"3200 W DAVIS ST",CONROE,TX,77303,,,CONTRACTOR,,,,,,,,,,,"ELLISOR CONSTRUCTORS",,,,,"ELLISOR CONSTRUCTORS","1615 LAKEVILLE DR STE B",KINGWOOD,TX,77339-2397,"(281) 359-5426",,,,
TX,HARRIS,20082887,"Educational Institution",12/10/2020,Renovation,186000,,"2045 GESSNER RD BLD",HOUSTON,TX,77080,,,CONTRACTOR,,,,,,,,,,,"JAMAIL & SMITH CONSTRUCTION ",,,,,"JAMAIL & SMITH CONSTRUCTION ","1250 BAY AREA",HOUSTON,TX,77058,"(281) 461-7260",http://www.jamailsmith.com/,,,
TX,HARRIS,20088552,"Educational Institution",12/9/2020,,250000,,"6100 MAIN",HOUSTON,TX,77005,,,"NICK KOTHARI","104 INDUSTRIAL BLVD STE",HOUSTON,TX,77478,"(713) 348-4296",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,MONTGOMERY,BC-20-013803,"Hospital & Other Medical",11/24/2020,,200000,2706,"690 S LOOP 336 W STE 222",CONROE,TX,77303,,,CONTRACTOR,,,,,,,,,,,"UNITED CONSTRUCTORS OF TEXAS",,,,,"UNITED CONSTRUCTORS OF TEXAS","6989 W LITTLE YORK RD STE F",HOUSTON,TX,77040-4847,"(713) 934-9929",,"(713) 934-9939","STANLEY GINES",
TX,HARRIS,20090970,"Hospital & Other Medical",12/9/2020,Renovation,450000,,"5885 SAN FELIPE ST",HOUSTON,TX,77057,,,CONTRACTOR,,,,,,,,,,,"FIDELIS REALTY PARTNERS",,,,,"FIDELIS REALTY PARTNERS","4500 BISSONNET ST STE 300",BELLAIRE,TX,77401-3123,"(713) 693-1400",http://fidelisrealtypartners.com/,,,
TX,HARRIS,20100121,"Hospital & Other Medical",12/11/2020,Renovation,120000,,"2621 S SHEPHERD DR",HOUSTON,TX,77098,,,CONTRACTOR,,,,,,,,,,,"WULFE & CO",,,,,"WULFE & CO","1800 POST OAK BLVD STE 400",HOUSTON,TX,77056-3962,"(713) 621-1700",http://wulfe.com/,"(713) 621-3244",,info@wulfe.com
TX,HARRIS,20102884,"Hospital & Other Medical",12/11/2020,Renovation,39000,,"18220 TOMBALL",HOUSTON,TX,77002,,,CONTRACTOR,,,,,,,,,,,"WESTWAY CONSTRUCTION SERVICES",,,,,"WESTWAY CONSTRUCTION SERVICES","8611 DERRINGTON RD",HOUSTON,TX,77064-6003,"(713) 375-2331",,,"Lorenzo Martinz",
