state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,TARRANT,"2021 000746 000 00 CP","Auto Sales & Services",1/21/2021,Renovation,82000,20812,"1141 108TH ST",ARLINGTON,TX,76011,,,CONTRACTOR,,,,,,,,,,,"BEACON EQUIPMENT RESOURCES",,,,,"BEACON EQUIPMENT RESOURCES","10323 VETERANS MEMORIAL DR",HOUSTON,TX,77038-1727,"(214) 412-9210",http://www.beacon-equipment.com/,,,
TX,TARRANT,"2021 002473 000 00 CP","Auto Sales & Services",1/15/2021,Renovation,38000,400,"701 MURRAY AVE",ARLINGTON,TX,76011,,,CONTRACTOR,,,,,,,,,,,"MAKING MOVES",,,,,"MAKING MOVES","5 OAKWOOD RD","WINTER HAVEN",FL,33880-1055,"(863) 968-0630",,,,
TX,COLLIN,COM2020-06-00757,"Churches & Other Religious",1/5/2021,,6300000,,"250 N HARDIN BLVD",MCKINNEY,TX,75071,,,CONTRACTOR,,,,,,,,,,,"MCKINNEY BUILDING DEPARTMENT",,,,,"MCKINNEY BUILDING DEPARTMENT","221 N TENNESSEE ST",MCKINNEY,TX,75069-3922,"(972) 547-7400",,,"JOEY SLEEPER",
TX,COLLIN,POOL2020-12-00487,"Commercial Swimming Pool & Spas",1/14/2021,,45000,,"1600 N HARDIN BLVD",MCKINNEY,TX,75071,,,CONTRACTOR,,,,,,,,,,,"J HARRIS CONSTURCTION",,,,,"J HARRIS CONSTURCTION","4144 N CENTRAL EXPRESSWAY STE 600",DALLAS,TX,75204,"(214) 540-4928",https://jharrisconstruction.com/,"(214) 540-4921","JEFF HARRIS",info@jharrisconstruction.com
TX,TARRANT,"2021 001191 000 00 RP","Duplex, Triplex, & Fourplex",1/21/2021,,155000,1825,"4608 SAUSALITO DR",ARLINGTON,TX,76016,"ALEXANDER PLACE",42,CONTRACTOR,,,,,,,,,,,"MKG HOMES",,,,,"MKG HOMES","6749 BENNETT LAWSON RD",MANSFIELD,TX,76063-4910,"(913) 416-0515",,,,
TX,TARRANT,"2021 001195 000 00 RP","Duplex, Triplex, & Fourplex",1/21/2021,,155000,1825,"4610 SAUSALITO DR",ARLINGTON,TX,76016,"ALEXANDER PLACE",41,CONTRACTOR,,,,,,,,,,,"MKG HOMES",,,,,"MKG HOMES","6749 BENNETT LAWSON RD",MANSFIELD,TX,76063-4910,"(913) 416-0515",,,,
TX,DALLAS,PB20-18105,"Duplex, Triplex, & Fourplex",12/28/2020,,320166,5082,"2305 BENBROOK DR","FORT WORTH",TX,76110,,,CONTRACTOR,,,,,,,,,,,"RAVENWOOD CONSTRUCTION",,,,,"RAVENWOOD CONSTRUCTION","1021 ATLEE DR",KELLER,TX,76248-3231,"(817) 896-1707",,,,
TX,DENTON,"NCB - 20 - 01401","Educational Institution",1/26/2021,,1458704,10400,"354 DOE CREEK RD","LITTLE ELM",TX,75068,,,CONTRACTOR,,,,,,,,,,,"MASA DESIGN BUILD",,,,,"MASA DESIGN BUILD","421 E AIRPORT FWY STE 110",IRVING,TX,75062-6336,"(817) 675-2937",,,,
TX,TARRANT,"2021 005279 000 00 CP","Educational Institution",2/1/2021,Renovation,43800,325,"2900 BARRINGTON PL",ARLINGTON,TX,76014,,,CONTRACTOR,,,,,,,,,,,"HUTCHERSON CONSTRUCTION",,,,,"HUTCHERSON CONSTRUCTION","PO BOX 13100",ARLINGTON,TX,76094-0100,"(817) 467-5422",http://www.hutchersonconstruction.com/,"(817) 548-1111",,
TX,DALLAS,2102011002,"Educational Institution",2/1/2021,Renovation,850000,11405,"9635 WENDELL RD",DALLAS,TX,75243,,,CONTRACTOR,,,,,,,,,,,"TTEXANS CAN ACADEMIES",,,,,"TTEXANS CAN ACADEMIES","325 W 12TH ST",DALLAS,TX,75208,"(214) 944-1985",https://www.texanscan.org/,"(214) 944-1930",,
TX,DENTON,"CAR - 20 - 05518","Hospital & Other Medical",1/26/2021,Renovation,,2500,"2831 W ELDORADO PKWY  # 106","LITTLE ELM",TX,75068,,,CONTRACTOR,,,,,,,,,,,"AMC CONSTRUCTION",,,,,"AMC CONSTRUCTION","2931 RIDGE RD",ROCKWALL,TX,75032,"(214) 405-6997",,,,
TX,TARRANT,20201198,"Hospital & Other Medical",1/14/2021,,75000,,"6244 LAKE WORTH","LAKE WORTH",TX,76135,,,CONTRACTOR,,,,,,,,,,,DAVACO,,,,,DAVACO,"6688 N CENTRAL EXPY STE 1400",DALLAS,TX,75206-3925,"(877) 732-8226",http://www.davacoinc.com/,"(214) 373-6611",,info@davacoinc.com
TX,DALLAS,20-168,"Hospital & Other Medical",1/4/2021,,219000,83669,"3501 CUSTER PKWY",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"K & J INTERIORS",,,,,"K & J INTERIORS","1111 JUPITER RD STE 200D",PLANO,TX,75074-7032,"(972) 633-2992",,,"ALLEN KILPATRICK",
TX,DALLAS,20-2724,"Hospital & Other Medical",1/4/2021,,200000,62130,"3411 CUSTER PKWY",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"K & J INTERIORS",,,,,"K & J INTERIORS","1111 JUPITER RD STE 200D",PLANO,TX,75074-7032,"(972) 633-2992",,,"ALLEN KILPATRICK",
TX,DALLAS,20-4459,"Hospital & Other Medical",1/25/2021,,195000,7446,"3560 ALMA RD",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"CORTLAND BUILD",,,,,"CORTLAND BUILD","14675 DALLAS PKWY STE 550",DALLAS,TX,75254-8044,"(678) 428-5235",,,,
