state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,DENTON,,"Auto Sales & Services",6/22/2021,,,3950,"8120 GASOLINE ALLEY",NORTHLAKE,TX,76262,,,"KATIE'S CAR WASH","8120 GASOLINE ALLEY",NORTHLAKE,TX,76262,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,DALLAS,21-2583,"Educational Institution",6/29/2021,,375000,,"1600 N COIT RD",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"HILL & WILKINSON GENERAL CONTRACTORS",,,,,"HILL & WILKINSON GENERAL CONTRACTORS","800 KLEIN RD STE 100",PLANO,TX,75074-3717,"(512) 287-6295",,,,
TX,TARRANT,CADD21-0001,"Hospital & Other Medical",6/7/2021,Renovation,650000,4828,"771 E SOUTHLAKE BLVD",SOUTHLAKE,TX,76092,,,CONTRACTOR,,,,,,,,,,,"WARD ARCHITECTURE",,,,,"WARD ARCHITECTURE","5004 THOMPSON TERRACE - SUITE 107",COLLEYVILLE,TX,76034,"(817) 281-5600",,,,
TX,TARRANT,COMR21-0037,"Hospital & Other Medical",6/17/2021,Renovation,250000,2928,"480 W SOUTHLAKE BLVD # 111",SOUTHLAKE,TX,76092,,,CONTRACTOR,,,,,,,,,,,"JF JONES",,,,,"JF JONES","4835 LYNDON B JOHNSON FWY STE 400",DALLAS,TX,75244-6057,"(972) 701-0701",http://www.jfjonesinc.com/,"(972) 701-0709",,jeff@jfjonesinc.com
TX,TARRANT,COMR21-0049,"Hospital & Other Medical",6/10/2021,Renovation,458660,4890,"245 W SH 114 # 330",SOUTHLAKE,TX,76092,,,CONTRACTOR,,,,,,,,,,,IDGROUP,,,,,IDGROUP,"2641 IRVING BLVD",DALLAS,TX,75207-5915,"(214) 638-6800",http://www.idgroupdallas.com/,"(214) 689-0301","THERESA JOHNSON",tjohnson@idgroupdallas.com
TX,DALLAS,21-1422,"Hospital & Other Medical",6/30/2021,,50000,1000,"1112 RIDGEWAY CIR",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"INCEPTIVE GROUP",,,,,"INCEPTIVE GROUP","1410 K AVENUE",PLANO,TX,75074,"(972) 974-6699",,,,
TX,DALLAS,21-1566,"Hospital & Other Medical",6/9/2021,,36100,,"719 PARKVIEW CIR",RICHARDSON,TX,75081,,,CONTRACTOR,,,,,,,,,,,"MK GENERAL CONTRACTORS",,,,,"MK GENERAL CONTRACTORS","3501 N JUPITER RD",RICHARDSON,TX,75082,"(214) 760-3563",,,,
TX,DENTON,,"Hospital & Other Medical",6/21/2021,,,98857,"4100 DALE EARNHARDT WAY",NORTHLAKE,TX,76262,,,"HILLWOOD PROPERTIES","4100 DALE EARNHARDT WAY, SUITE 200",NORTHLAKE,TX,76262,,Owner,,,,,"LAYTON CONSTRUCTION",,,,,"LAYTON CONSTRUCTION","1602 ROCK PRAIRIE RD","COLLEGE STATION",TX,77845-8306,"(979) 694-7216",,,,
TX,DENTON,2104-0044,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4917 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0041,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4929 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0042,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4925 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0045,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4913 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0046,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4909 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0047,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4905 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0048,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4901 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
TX,DENTON,2104-0043,"Multi Family Apartments & Condos",6/8/2021,,337606,,"4921 BLAYNES VIEW RD","THE COLONY",TX,75056,,,CONTRACTOR,,,,,,,,,,,"P CUSTOM HOMES",,,,,"P CUSTOM HOMES","1680 PRINCE WILLIAM LN",FRISCO,TX,75034-6934,"(214) 837-2792",http://www.pcustomhomes.com/,,,
